¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
°(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.112288
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623411
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.205199
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.873224
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.77384
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.283565
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.417393
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.560774
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.714695
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.880364
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.059133
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.252555
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.462436
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.690982
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.940714
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214589
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516284
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.850183
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.221596
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.635945
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.095405
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.605683
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.184957
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.849948
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.66747
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.278909
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.412388
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.555415
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.708952
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.874192
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.052475
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.245367
(377.04, 15.38, 292.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.454632
