¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.232244
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.133508
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.204535
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.27859
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.355854
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.436499
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.520713
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.608687
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.700617
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.796763
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.897387
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.002733
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.113137
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.228931
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.350435
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.47808
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.635687
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.826808
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.053316
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527764
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.072347
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.703715
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.165479
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.237569
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.312752
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.391231
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.473096
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.558595
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.647903
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.741299
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.838976
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.941224
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.048328
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.160539
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.278296
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401897
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553896
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.739117
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936498
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.176478
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.66844
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234523
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892738
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.198434
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.271622
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.347975
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.427648
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.510814
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.597641
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.688392
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.783316
·(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.882593
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.986535
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09542
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209567
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329359
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.475717
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.655439
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.846757
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050813
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.304706
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.815258
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.404264
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.232415
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.306767
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384284
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.465213
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549684
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.637968
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.7302
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.826678
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927663
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.033339
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.144122
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260278
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.401004
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.57545
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.761041
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958832
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.169964
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.438319
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968596
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.582117
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.26742
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.342937
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.421726
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.503953
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.589833
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.679575
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.773355
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.871457
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.974156
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.081698
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.194403
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329469
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.498991
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.679187
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871026
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.07562
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.294232
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.577569
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.128895
¸(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.303458
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.380217
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.46032
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.543913
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.631226
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.722449
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.81789
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.917696
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022137
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.131647
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.260944
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.425788
(402.42, 12.34, 328.11) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.600852
