¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Ç(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.580556
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24096
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.02513
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.91216
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9188
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.04
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.36274
(410.51, 14.49, 244.95) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.39944
(410.51, 14.49, 244.95) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.38604
(410.51, 14.49, 244.95) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.53346
(410.51, 14.49, 244.95) (388.85, 7.25, 261.67) (3.97, 0.64, 1.47) Tools 16.81119
(410.51, 14.49, 244.95) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 18.02798
(410.51, 14.49, 244.95) (390.60, 7.79, 264.79) (2.41, 0.63, 3.70) Tools 18.00283
(410.51, 14.49, 244.95) (389.55, 7.87, 266.51) (2.74, 0.76, 3.53) Tools 20.61415
(410.51, 14.49, 244.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.213171
(410.51, 14.49, 244.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.211269
(410.51, 14.49, 244.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.210972
(410.51, 14.49, 244.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.212275
(410.51, 14.49, 244.95) (392.49, 9.32, 254.69) (1.63, 1.43, 1.67) Tools 8.215178
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.689596
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.927505
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.187437
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.471597
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.784078
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.132378
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.519927
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.535855
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037639
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.604066
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26435
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05233
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94852
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.9617
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09594
(410.51, 14.49, 244.95) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.42989
(410.51, 14.49, 244.95) (392.04, 7.25, 262.39) (2.89, 0.64, 3.37) Tools 15.36144
