¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275685
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517564
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.780265
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.066448
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37934
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.719686
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.08758
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.494022
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948706
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457349
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02631
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63358
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27221
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99487
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.60328
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.14198
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74999
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844862
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051809
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.275217
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.517106
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779729
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065876
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378738
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721013
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.089025
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.495627
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.947111
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.452254
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02359
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.61291
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24888
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.96847
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63562
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.17716
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96714
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844586
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051533
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274908
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516793
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779376
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065479
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378327
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721688
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.090717
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.497519
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.949198
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.453552
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02023
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59295
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2264
¼(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94294
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.66963
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.21424
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19259
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.844434
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.051359
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.274745
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.516592
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.779183
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.065277
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.378055
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.721416
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.092661
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.499678
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.951624
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.456284
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01831
(431.98, 12.79, 335.94) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59032
