¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
…(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.460942
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.646732
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.84679
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.062735
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296585
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.549364
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.802469
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.083164
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385392
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.702591
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.04997
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.439385
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.883766
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.379434
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.647299
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67069
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.696057
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.736803
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.789315
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.844313
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901899
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.962072
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02502
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09068
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15925
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23079
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30531
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.298418
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.472139
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.658766
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.859715
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07674
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311705
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.566938
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.829311
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112817
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.410476
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.729984
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.079981
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.473063
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.921179
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421231
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66732
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.690821
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.716312
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.743893
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.773504
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.805216
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.839042
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.879525
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.941368
‡(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00594
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07333
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.14363
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21692
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.309095
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483531
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.671015
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.87292
(355.68, 9.31, 318.61) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091006
