¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.12599
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.34085
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.56524
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.63441
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.38064
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.67121
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.97568
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.29486
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.74542
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.33164
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.0381
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.666357
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88174
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.115383
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.369646
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.64732
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.950508
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.286016
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.657126
(436.08, 13.94, 297.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.617715
