¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.676115
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.900303
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.136699
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.386796
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.656324
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.949865
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.259168
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.603423
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.9935
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.420424
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.909818
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.447715
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10437
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.78119
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.56601
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.43489
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.41847
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.48022
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.46319
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.85388
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.39007
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.25458
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.54765
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.29212
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.46015
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.660163
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.88299
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.118945
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.367488
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.635863
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.927482
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.235818
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.575571
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.963051
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.386762
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.86973
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.404593
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.04469
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.72297
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.48221
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.35818
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.33147
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.3942
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.35728
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.7439
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.26987
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.1179
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.38
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.281495
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.448783
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.644402
Á(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865887
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.101465
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.348485
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.615747
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.905482
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.212928
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.548213
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.932736
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.35375
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.830388
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.362349
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.986121
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.66604
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.42048
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.28338
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.24679
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.31072
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.25461
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63753
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.15395
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.98625
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.21869
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.271095
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.43766
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628827
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.848992
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.08426
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.329783
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.595975
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.883863
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.190491
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.522275
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.902978
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.321384
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.791785
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.320971
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.928625
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.61038
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.36024
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.21046
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16437
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.96886
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.15509
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.53466
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.04332
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85952
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06362
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.260921
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.42678
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.613443
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.832308
Ç(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.067327
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.311383
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.576546
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.862624
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.168506
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.49814
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.873774
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.289655
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.753911
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280454
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.872203
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.55598
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.30147
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.13939
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.08417
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.8861
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.05864
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43526
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.94168
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.73755
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8237
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.76169
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.25097
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.41614
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.598248
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.815832
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.050668
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.293284
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.557456
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.841763
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.146969
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.474503
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.845119
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.258558
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.716761
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.240783
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.818465
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.5028
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.24414
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.07011
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99635
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80586
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96596
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3392
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.84379
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.62024
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.48524
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.53405
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.241246
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.405743
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.583244
Ê(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.799568
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.034282
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.275486
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.538106
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.821279
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.125879
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.451364
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.817008
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.228088
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.682335
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.201952
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.77454
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.45085
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17811
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.00261
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.918
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.72807
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.87991
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.24644
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.7496
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50745
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.20058
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.31526
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231745
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.395587
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.571144
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.783514
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.0171
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.257988
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.519041
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.801169
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.105233
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.428717
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.789439
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.198239
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.649018
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.16395
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.731577
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.40009
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.11994
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.93264
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61248
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.65268
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.79662
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.15694
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.65907
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.39912
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.03785
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.09079
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.222468
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.385671
Í(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.560523
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.767672
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.999881
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.240787
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.500305
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.781433
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.085027
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.40656
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.762407
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.169008
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.616404
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.126769
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.689564
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.3505
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.06318
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.86474
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53767
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.57969
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.71598
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.07053
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.57206
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29512
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.88141
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.82441
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.213413
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.375995
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.550159
(410.06, 15.18, 308.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.75204
