¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.77339
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.23517
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.99966
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.17124
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.90854
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.111439
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400323
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.715242
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058252
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.335284
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.63375
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.956246
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.880851
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2706
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17659
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.37543
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.4689
(343.55, 7.00, 372.49) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.73324
