¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.994021
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60395
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.94133
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.1038
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.4991
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.20447
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.3358
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.07473
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277586
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.453951
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.633528
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.824774
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.028755
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.2468
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.4803
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.730889
(336.57, 7.20, 330.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000479
