¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.68549
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.21821
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.2176
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.79246
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.50396
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.245548
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.512334
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.804316
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.121691
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.475993
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.869091
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.307635
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.801715
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.999418
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67816
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.45813
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.36365
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.42744
(397.46, 13.93, 247.56) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.69462
