¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71398
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.54378
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.38213
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.45804
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80749
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51221
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.21576
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.73228
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.8378
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.02795
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.28845
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.55948
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.84154
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.315214
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.673945
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062189
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.487527
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859696
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234016
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.643305
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15606
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74112
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47986
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.62095
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53728
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.3721
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.34963
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.69924
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.36443
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.16149
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.66067
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.85922
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.11546
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.45573
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.73068
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.307392
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.664814
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.046608
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.470156
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.864367
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.239092
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.648886
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09876
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65422
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38947
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.52804
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53123
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.36523
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.31203
(432.45, 10.38, 361.96) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.59241
