¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
®(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.885779
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.044617
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.212406
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.448516
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.750828
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.053511
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.38248
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.830059
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.342887
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.997589
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.79582
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77568
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06575
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80163
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64074
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.4393
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.874237
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.980723
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09235
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.209447
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.332426
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.461623
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.597548
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.740623
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.891473
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.050585
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.218672
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.396424
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65999
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971756
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.384204
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843481
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.357896
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00546
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80503
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.78364
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07558
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.80021
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.54984
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 20.2287
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.878759
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.985441
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.097275
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.214592
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.33781
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.467259
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.603427
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7468
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.89788
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.057363
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.225789
²(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.403928
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.610075
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.983263
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.396937
(401.87, 14.85, 310.91) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.857703
