¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.746999
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20499
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.701262
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24766
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.86151
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55198
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28905
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.12927
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.09581
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.21911
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.54047
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.11699
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.79511
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.95543
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285666
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.597496
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.939499
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316073
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731938
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.191559
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.682947
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22711
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.83836
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52968
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27052
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.1081
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.0713
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.1905
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.50665
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.07632
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.63637
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.96722
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.279239
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.590507
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.931146
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.305495
(336.75, 7.42, 347.32) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.718707
