¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.353783
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576451
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.823002
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.074059
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.345074
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.639213
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.959488
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.301359
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.668578
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.945198
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128444
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.321186
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.525653
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.75002
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.987229
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.23827
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50439
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78684
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07109
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41138
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77564
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.16635
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.289114
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.419923
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578168
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.74707
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927742
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.121314
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.329297
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.553181
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7946
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042774
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.311225
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.602505
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.919551
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.261185
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624713
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.894329
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075363
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265789
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.466231
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.684278
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.918138
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16564
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.42789
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70616
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99591
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27341
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60518
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98452
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.279878
µ(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.402751
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.559901
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.727571
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.906886
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.09903
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.305347
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.527424
(428.86, 14.85, 250.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.767972
