¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.695448
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.980477
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.610366
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489843
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.824883
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18648
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.44866
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.64772
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82469
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91134
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.00153
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.09543
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19314
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.29481
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40056
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51061
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.62506
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74415
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.87331
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.02022
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.17323
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30176
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.240332
(334.79, 7.18, 312.68) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.500246
