¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.939178
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.050199
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.22678
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.529348
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.809116
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.0659
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.33855
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66883
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06604
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.353827
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.630408
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.930161
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.031
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.105995
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.184032
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.265182
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349631
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437486
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.528883
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.623357
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.721586
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.823799
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.930209
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040991
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.19907
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.499722
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82177
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.07922
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35264
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68665
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08522
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.328636
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.603124
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900581
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02568
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.100549
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.178461
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259476
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.34379
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.43149
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.522197
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616409
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.714445
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816484
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.922668
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.03326
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.17272
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.471567
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.792536
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09421
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36848
¶(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70621
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.37919
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.327864
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.576127
(443.19, 14.17, 270.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.871294
