¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.296434
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.483232
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684849
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.903066
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.139945
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.397936
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.665401
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.9385
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.229057
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.546512
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.894798
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.229365
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.539383
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.895995
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.3558
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1484
(367.67, 9.41, 335.90) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.3163
