¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.865338
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.940717
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.019445
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.101718
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.187795
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277845
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.372163
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.470959
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.577246
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.701748
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.833089
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971849
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.118559
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.273917
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.438656
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.61362
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.79972
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114825
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.509892
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.837479
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.911847
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.989501
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.070683
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.15554
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.244329
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.337318
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.434722
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.539093
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.661747
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.791106
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.927737
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.07213
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.224983
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.387028
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559042
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.741934
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.936674
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.180712
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.810455
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.883841
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.960461
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.040572
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.124264
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.21185
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.30353
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.399559
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.502087
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.622954
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.75041
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.884979
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027163
¸(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.17762
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337068
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.506257
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.686056
(430.37, 10.82, 349.85) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.877486
