¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
±(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.45859
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.37087
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585983
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.842751
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121822
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.426112
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.75917
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.123949
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.515461
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.948469
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.4298
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.967911
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.55515
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20181
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93532
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7438
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6278
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.60044
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.48925
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.5131
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.8329
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.42662
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3524
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.599958
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.857945
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.13834
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.444191
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.778956
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.146787
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.540674
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.976418
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460964
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00323
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60306
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25594
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99696
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81639
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71101
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.64489
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.49746
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.52247
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.82639
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.4328
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.3362
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.614042
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873234
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.154999
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.46236
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.798918
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.168938
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.566135
º(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.004663
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.492459
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04406
(434.64, 15.58, 322.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.65166
