¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ù(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.620668
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.916633
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.265154
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.661022
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.04019
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79031
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.284291
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952469
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53832
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.17222
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87967
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.53875
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 13.3684
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 14.21302
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.17474
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 15.91924
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 17.32252
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 18.9985
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 20.72945
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Intersection 22.91598
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.878185
(363.67, 9.95, 327.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.106915
