¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Á(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.00562
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.222
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.22805
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.23708
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.2491
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.26411
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.28214
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.30319
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.86707
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.84856
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.47165
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.46182
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012791
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254514
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514795
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.799064
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111209
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.950143
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.355609
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806528
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.304394
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.862612
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48056
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18123
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98477
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91547
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.98692
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23418
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.61729
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.62745
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.64068
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.65699
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.67639
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 15.6989
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.98271
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 22.96407
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.59027
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.58035
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012513
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254363
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514631
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798884
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111363
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453776
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354974
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805777
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308166
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.861492
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47732
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.1775
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.98047
¶(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91046
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.97749
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.2109
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.03009
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.0415
(428.64, 14.99, 249.07) (398.43, 7.50, 238.76) (1.31, 1.54, 1.92) Tools 16.05607
(428.64, 14.99, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.2263
(428.64, 14.99, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.2018
(428.64, 14.99, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.21413
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.10405
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.08528
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.71475
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.70473
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012235
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.25422
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514476
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798713
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111529
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.453961
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354318
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.805058
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.309103
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.858707
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.47417
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.17389
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97631
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90563
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.96838
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.18797
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48005
(428.64, 14.99, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.63189
(428.64, 14.99, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.65521
(428.64, 14.99, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.68186
(428.64, 14.99, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.71185
(428.64, 14.99, 249.07) (397.18, 7.42, 238.82) (1.21, 1.54, 1.85) Tools 16.74523
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.23125
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.21232
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.84521
(428.64, 14.99, 249.07) (391.08, 8.64, 236.07) (3.53, 3.50, 3.13) Truck 23.8351
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.012938
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.254086
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.514328
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.798553
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.111709
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.454158
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.833169
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.804347
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.308312
(428.64, 14.99, 249.07) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.855977
