¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1732
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.07711
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.07724
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.24396
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.42905
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.415606
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67553
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.958807
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.268675
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.601985
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966886
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.370285
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.818515
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.319426
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.886106
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.5474
(405.88, 14.35, 245.60) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.30585
