¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54494
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72999
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.92382
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.10758
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28174
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.46375
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.60509
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.68444
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76725
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85356
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.94348
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03716
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.13469
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23622
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.34189
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45197
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56801
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.215547
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.435386
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.65815
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.914319
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192453
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.495391
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861318
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.287007
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.754624
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.447176
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.36066
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.53717
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72191
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91394
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.07981
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.25305
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43405
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.59923
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.67855
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76124
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.84744
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93728
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03084
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12825
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22969
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33524
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.4451
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.55938
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.212296
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.434538
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.648367
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.901582
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.178567
(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.480285
‡(336.84, 7.22, 311.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.840713
