¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
î(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.72312
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.56601
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.0074
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.98211
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.326654
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.666005
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.03997
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.446138
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.891102
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387509
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.944683
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54963
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.99195
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.9445
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.59241
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.75911
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.85543
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.90748
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.9166
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.87799
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 11.79538
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.65207
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.62584
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.76556
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.314817
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.652959
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.02554
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.432474
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875921
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.370495
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.92552
(443.55, 14.62, 262.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51335
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.8523
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.57659
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.53355
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.49289
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.45457
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.41856
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.38481
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.35329
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.32397
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.41442
(443.55, 14.62, 262.93) (428.09, 8.60, 239.50) (2.79, 1.85, 2.11) Tools 10.55318
