¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.002845
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.41486
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.868416
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.35767
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82711
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.61098
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80679
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.88005
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.10416
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.97475
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.52541
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.99242
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.32001
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.68597
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.18043
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.363396
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.560912
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.774659
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.006741
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.25951
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.535834
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.839962
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.210991
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.626174
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.093757
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.624209
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030535
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445211
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901831
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40697
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97093
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77683
(337.49, 7.31, 325.66) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97974
