¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.12796
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11378
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.47167
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.44808
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.42718
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.40895
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.39338
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.38046
(338.50, 7.54, 334.97) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.71339
(338.50, 7.54, 334.97) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.849558
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.602973
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.073982
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.311654
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.570047
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.851838
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.160413
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.499589
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.874097
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272432
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.667552
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.104177
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.589111
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.15234
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.74981
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.34472
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.177003
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.159172
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.143191
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.129041
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.42125
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.40304
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.38748
(338.50, 7.54, 334.97) (320.10, 0.65, 317.80) (1.47, 1.29, 1.44) Tools 13.37456
(338.50, 7.54, 334.97) (315.85, 0.78, 316.63) (1.36, 1.29, 1.38) Tools 17.66992
(338.50, 7.54, 334.97) (323.45, 2.78, 317.64) (1.73, 1.29, 1.74) Tools 9.954525
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.523021
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.079831
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.318015
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576945
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.85942
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.168692
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508723
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.884216
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.28075
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.680387
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.122431
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.609625
(338.50, 7.54, 334.97) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18102
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.144061
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.122644
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.103099
¿(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.085402
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.069541
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.055497
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.043257
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.683918
(338.50, 7.54, 334.97) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 9.767114
