¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
‚(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.518719
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.611729
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.743105
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.905145
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.075068
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20682
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.344284
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.487804
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.719517
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.983652
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26454
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.8739
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70778
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.488326
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.752826
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.041259
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.356889
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703768
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.963305
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.033881
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.1073
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.183731
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.263201
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.345879
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.431902
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.521385
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.650058
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.807069
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.971655
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128387
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.261772
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.400967
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.546354
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.730167
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.99488
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.27644
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.90409
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92664
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48916
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.7537
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042226
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.357962
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.704901
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.966778
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.037416
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.110941
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187416
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.266995
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.349762
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.435854
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.561584
ƒ(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.71381
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.873305
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040536
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.183857
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.318991
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.460007
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.60729
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.761145
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00785
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.29018
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.93621
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15431
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.489932
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.754603
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.043176
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.358997
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.706045
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.971426
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.042143
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.115769
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.192369
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.272051
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354946
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.477442
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.625124
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.779795
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.941878
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.110284
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.241575
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.378529
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521461
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.67076
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82677
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.02261
(333.70, 7.42, 360.09) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30579
