¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ƒ(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.480588
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.59216
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.702279
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.817505
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938142
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.064483
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.196964
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.33598
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.477571
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.623615
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.776988
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938209
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.107908
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.286657
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.370919
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.428833
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.489039
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.55175
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.616968
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.684911
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.755601
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.829243
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.913004
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.001141
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.093133
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.189222
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.28965
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.394644
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.504481
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.616477
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.727458
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.843613
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965171
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0926
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.226187
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.36437
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.504477
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.651581
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.806091
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.968566
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.139581
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.319735
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.382765
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.440973
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.501562
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.564579
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.630195
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.698486
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.769594
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.848286
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.933409
‰(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.022186
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.114913
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.211785
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.312983
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.418811
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.529564
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.642043
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.753931
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871057
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.993653
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.122144
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.256892
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.391788
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.532974
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.681221
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836945
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.000719
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.173142
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.354809
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.395362
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.453881
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.514819
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.578213
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.644213
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.712902
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78671
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.868937
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.954712
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.044269
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.137733
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.235381
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.337456
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.444161
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.555888
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.668859
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.781725
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.899851
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023549
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.153185
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.285038
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.420704
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.563049
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.712522
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.869545
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.034717
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.208608
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391853
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.408659
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.467561
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.528861
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.592659
†(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.659036
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.728161
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.807643
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.890537
(342.08, 7.20, 377.02) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.977052
