¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.78441
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.020359
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.277608
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.559209
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.677109
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.903358
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.192583
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508592
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.855295
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.237224
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.946374
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.5667
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28158
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.74165
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62177
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.071046
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.187769
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.31225
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.445215
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.587591
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.740341
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.834676
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.975065
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.144701
(413.29, 15.37, 310.43) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.327374
