¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
›(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.835144
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126371
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.439418
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7368
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55385
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22661
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.69463
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.0885
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.51031
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.53933
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29722
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.20654
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.52481
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.72355
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 24.84534
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.002842
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.166552
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.340673
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.525927
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.72565
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.331586
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.576499
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.84247
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.108398
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.385763
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.687202
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.015926
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425785
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.73876
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.02335
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328986
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.70403
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.51386
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03771
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.3676
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.93788
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.34978
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.48671
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39393
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.29413
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.39935
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.50705
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.998176
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.161551
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.335883
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.520774
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.098439
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.32404
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.568286
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.833569
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.097937
Ÿ(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.37444
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.674895
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.002532
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.385611
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.645453
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.923696
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.222265
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6724
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47488
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.85641
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.15505
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.774
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.19517
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.43702
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47263
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.38595
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.27957
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.33287
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.993671
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.156723
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.331292
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.515838
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.091705
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.316769
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.56043
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.825046
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088001
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.363665
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.663192
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.989769
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.300828
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.555101
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.82725
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.11909
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.43278
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.40852
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.6823
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97194
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.33579
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04634
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46769
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54692
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.48204
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.16533
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.20765
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 4.989327
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.152067
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.326901
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.877217
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.085234
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.309781
§(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.552894
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.816855
(431.51, 10.31, 362.70) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.078516
