¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¼(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.56235
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.2355
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.00608
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.86332
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88169
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.83577
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99192
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.9075
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.88337
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.86297
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.84629
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.83331
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.82401
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.81839
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.81644
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 18.81816
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.045582
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.268687
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.510257
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.772534
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.058268
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364043
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.697529
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.06428
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469464
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.919366
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.421691
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.952625
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.54864
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.24431
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99387
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.78246
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.78742
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.8968
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97469
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.25622
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.23158
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.21074
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.19368
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.18038
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.17084
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.16505
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.16299
(341.84, 7.16, 370.62) (345.14, 1.59, 396.38) (12.16, 3.00, 1.46) Fence 19.16467
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.043806
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.266807
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.508192
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.770313
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.055546
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.359646
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.692697
µ(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.058928
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.463577
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.912806
(341.84, 7.16, 370.62) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.411596
