¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
†(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.48558
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6047
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.06635
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06752
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43336
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82663
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27618
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.99349
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08896
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.18905
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.29379
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.40337
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51794
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.63758
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.76243
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.06274
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42823
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.82142
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.29869
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.02644
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12241
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.22299
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32827
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.43837
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.55351
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.67369
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.79914
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.93001
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05823
(421.30, 8.70, 364.14) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42342
