¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.964692
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.275986
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.617936
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.99528
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.412849
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.8906
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429273
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03952
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73649
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.55313
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.56532
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61513
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.73086
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.85135
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.9767
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17465
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.84758
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.9269
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.12529
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.2764
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.43364
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.59724
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.76743
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.9445
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.12867
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32026
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.51964
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961344
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.272308
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.613869
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.990795
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.410717
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.892548
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.429813
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03824
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73317
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.56174
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.57553
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.77043
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88926
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.37902
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.10528
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.88759
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.02487
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.16779
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.31654
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.47134
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.63239
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79995
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.97423
(408.15, 12.96, 327.08) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.15553
