¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.81524
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.23171
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.74404
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.590383
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.87615
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.18935
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.533941
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.903101
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312054
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.767417
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277465
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.587776
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.00443
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51371
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85362
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.13985
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.44391
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.76741
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.23705
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.61345
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.01634
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.47068
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.08423
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.588138
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.873753
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.186658
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.531002
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.901786
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.310588
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.765774
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.265949
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.571348
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.949935
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45335
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.80119
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.08453
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38536
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70537
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05488
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.41964
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.80973
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.22778
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.76955
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.66013
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.585832
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.871205
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.183926
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.527936
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900418
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.309026
(344.01, 7.06, 386.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.764007
