¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.49987
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.969526
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.481454
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05128
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.69618
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.41947
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.22653
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.15912
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30845
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.54702
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.79456
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.08901
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.46852
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.15761
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.00718
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.312163
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.660542
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.044713
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.462358
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.927546
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.434299
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.998091
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.63579
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.35084
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.14765
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.06747
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.19825
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.3902
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.66815
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.93949
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29119
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.92072
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.74866
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.83544
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287854
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.63372
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.010983
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.424844
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.885658
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.387362
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.945171
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57571
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.28048
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.06943
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.97674
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.06866
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.23648
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.4876
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.79316
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.11914
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.69011
µ(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.47581
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.52102
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.263454
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.606803
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.9773
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.387437
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.843885
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.340628
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.892567
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51597
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.20549
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.99192
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.88692
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.93322
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.08582
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.31089
(431.62, 11.19, 352.93) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.64059
