¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.023093
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.196712
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.404634
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.766752
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.06506
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177896
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.29579
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.419137
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.54823
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.683375
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.82502
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.973587
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.129513
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.293316
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465508
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.646718
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.837674
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.76631
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.80966
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.81338
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.8196
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.003865
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.156394
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.277233
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.404985
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.540163
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.683405
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.835409
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.99698
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.16899
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.352423
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.67099
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.01541
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.126502
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.242602
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364012
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.491035
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.624032
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.763384
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.909479
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062806
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.223831
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393071
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.571127
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.758691
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48587
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76178
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.76547
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.77166
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.986719
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.138111
º(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.25802
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.384702
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.518754
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.660783
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.811506
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.971622
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.142067
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.323802
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.578104
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.961502
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.076922
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.191261
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.310831
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435878
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.566834
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.703963
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.847747
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.998572
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.156925
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.323316
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498375
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.682675
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22123
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.71671
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.72038
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 12.72654
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.975358
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.120341
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.239306
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.365012
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.497974
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.638856
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.788268
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.946999
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.115957
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.296023
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.48834
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.86035
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.029048
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.141729
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.259496
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382694
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.511672
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.646699
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.788238
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.936686
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.0925
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.256227
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.428362
(422.97, 14.72, 249.38) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.60955
