¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
Á(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.027371
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.269415
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472292
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.659629
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.879793
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.297508
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.770856
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.216638
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.466635
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.597902
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.735024
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.878402
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.028278
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.185167
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.349445
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.521598
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.18112
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47311
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.93521
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43859
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.48941
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.48915
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.49172
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Building 14.49711
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.243389
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.398355
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.574991
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.779131
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000028
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.23975
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.437964
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.623175
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820711
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.185827
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.643992
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.166239
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.425056
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.554939
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.690587
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.832366
(423.48, 14.78, 250.06) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.980577
