¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.56879
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.054341
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.600277
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10478
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.66425
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.27852
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.97331
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.7889
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.72662
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.77311
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.96785
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.3765
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.92267
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.85742
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.34239
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.993631
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.223123
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.472175
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743362
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.039703
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.364819
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.716423
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104813
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536133
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.017783
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.554029
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05057
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.60374
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21724
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.90554
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.71143
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.62181
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.6552
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.82998
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.21315
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.80755
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.64669
(429.40, 10.01, 364.18) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.04593
