¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¸(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.69931
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.04809
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.6189
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.12504
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.83081
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.72026
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) UnKnown 24.77847
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.211645
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.521753
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.861351
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.234755
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616895
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037855
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.470439
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.909317
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40294
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.97837
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.77525
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.08048
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.66174
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17216
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.87409
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.761
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.199086
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.508026
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.846272
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.218128
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.616664
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.037587
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.461677
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.901077
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41899
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.99629
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.8513
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.11112
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.70437
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22632
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.91784
(379.38, 15.85, 295.00) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.82832
