¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
´(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.374171
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.555166
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.749928
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.960073
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.184749
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.426108
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.688457
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.974516
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.287649
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.631761
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.910133
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.182755
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.476511
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.799763
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.838988
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.813776
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.790416
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.768883
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.749159
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.816102
(349.92, 7.07, 359.46) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.07011
(349.92, 7.07, 359.46) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.13078
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.22877
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.20882
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.1913
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.17621
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.16352
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.202904
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.371282
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.552068
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.74662
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.956493
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.182508
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.423682
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.685805
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.971659
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.284503
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621701
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.872812
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142689
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.433442
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.747485
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.852589
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.827324
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.803913
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.782336
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.762567
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.826158
(349.92, 7.07, 359.46) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.14148
(349.92, 7.07, 359.46) (348.42, 0.43, 380.93) (0.61, 0.87, 0.61) Tools 11.12524
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.06635
®(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.05264
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.04131
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.03235
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.02574
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.200369
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.368612
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.549186
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.743506
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.95311
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.179867
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.421529
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.683478
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.96908
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.281697
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.587837
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.836614
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.103884
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391713
(349.92, 7.07, 359.46) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.702496
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.867979
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.842654
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.819188
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.797558
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.77774
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 8.837865
(349.92, 7.07, 359.46) (348.39, 0.45, 378.22) (3.74, 0.90, 3.28) Tools 9.619134
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.20211
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.18575
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.17181
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.16026
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.15111
(349.92, 7.07, 359.46) (350.71, 1.03, 381.70) (3.36, 2.06, 1.87) Tools 12.14433
