¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
·(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.197829
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.468469
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.743452
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.938811
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.147272
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.370158
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.154851
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.131896
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.110467
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.090546
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.07211
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.055142
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.039625
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.025542
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.012879
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.060658
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.050717
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.042176
(336.98, 7.65, 336.12) (324.10, 1.57, 319.55) (2.82, 2.58, 3.24) Truck 7.416292
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.536526
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.672623
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.818131
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.973969
(336.98, 7.65, 336.12) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.141289
