¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
»(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.940321
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.346543
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793408
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28724
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.6293
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.99665
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.52755
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.30188
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.841133
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.121446
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.427237
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.762092
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.130216
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.536708
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908457
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.311594
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.754889
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.24461
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.54762
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.91162
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.4298
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.18542
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.822956
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.101702
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.405654
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.738388
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.104065
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.507776
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.877066
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.277176
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.717003
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.17552
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.47263
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.82726
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.33298
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.06993
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.804865
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.082004
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.384161
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.714826
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.078105
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.479035
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.846165
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.243292
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.679702
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.10661
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.39761
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.74351
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.23719
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.96762
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.786897
¹(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.0624
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.362766
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.691345
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052279
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.450496
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.815743
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.20993
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.641978
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.03922
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.32257
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.66039
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14236
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.86712
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.768976
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.042892
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.341473
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.668011
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.026584
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.422073
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.785795
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.177136
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.581391
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.973297
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.24755
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.57791
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.04851
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.75156
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.85899
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.751108
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.023496
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.320284
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.644798
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.001081
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.393881
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75634
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.144885
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.522115
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.908922
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 18.17258
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.49608
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.95567
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.63693
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.71365
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.733386
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.004196
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.299188
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.621701
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.975648
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.365795
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.727311
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.112526
µ(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464116
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.845889
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.26187
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.41492
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.86377
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.5231
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.57042
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.715716
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.984973
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.278269
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.598752
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.95043
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337887
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.698801
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.060108
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.407387
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.784331
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.19482
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.33443
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.77288
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.41021
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.42926
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.698106
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.965844
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.257392
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.575923
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.925317
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.3102
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.670722
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.008812
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.351883
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724125
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12926
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.25463
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.683
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.29813
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.29026
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.68062
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.946898
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.236671
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.553241
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900387
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.282701
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.643125
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.958626
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.297649
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.66533
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.06524
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.17544
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59407
(379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 22.18373
Ÿ (379.59, 14.78, 304.51) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 24.15331
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.279657
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.264798
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.250728
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.237427
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.224883
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.213076
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.202002
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.191641
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.181983
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.173022
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.164747
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.157146
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.150214
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.143944
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.138326
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.133359
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.129032
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.126409
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.129086
(379.51, 14.77, 304.32) (382.55, 9.75, 286.74) (0.81, 2.16, 0.81) Human 3.137516
