¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
„(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.979234
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.206036
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.457944
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.725986
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01166
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21573
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39396
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.58061
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.7762
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.11552
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.683
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49353
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.659605
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.895863
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.148759
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.420115
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.656684
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.796805
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.943263
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.13371
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381354
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.644733
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.925329
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.13134
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.30639
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.48964
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68165
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.88298
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33573
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.04688
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91241
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.656556
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.892601
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.145288
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.416406
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.62454
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.763478
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.908703
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063329
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306886
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.565772
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.841461
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04977
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.22176
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.40176
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.59034
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78802
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.03815
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.63202
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.43635
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.65385
‡(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.889692
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.142159
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.413048
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.593649
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.731406
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.875458
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.026112
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.234464
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.489047
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.760037
(347.04, 6.62, 383.88) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.970923
