¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
²(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.340315
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.806059
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.328797
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.08669
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.32335
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.03751
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.63473
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.41416
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.79815
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.74334
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.71986
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.89526
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 12.45786
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.78345
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.77983
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.77849
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.77946
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.78446
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.79585
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.81113
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.82876
(326.63, 7.22, 386.52) (340.92, 2.68, 358.09) (3.14, 4.70, 9.95) Truck 11.84876
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.991161
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.233981
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.494798
(326.63, 7.22, 386.52) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.779771
