¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
º(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.924084
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.50575
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.12578
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.80338
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.88445
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.271412
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.60711
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.976954
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.377592
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.816924
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.306818
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.859814
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.45165
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.05667
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.72465
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.02794
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.239907
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.572484
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.938676
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.337991
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.772912
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.25759
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.800961
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.39806
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.98781
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.64699
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.17152
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.208485
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.537948
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.900548
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.298621
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.729129
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.208627
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.745897
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.28708
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.91983
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57035
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.30589
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.177185
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.503532
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.862577
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.259423
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.685565
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.159995
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.691223
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.12909
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.85274
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.49483
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.2202
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.145963
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.469275
·(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.824797
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21751
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.642292
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.111656
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.636923
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.976559
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3256
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.42035
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.1358
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.119665
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.435158
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.787174
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.175858
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.599284
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.063635
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.514712
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.829235
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.16729
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.72603
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.05264
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.112047
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.407116
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.749754
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.134405
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.55652
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.015961
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.381729
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.686881
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.01453
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.3672
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.50706
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.104371
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.398764
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.720152
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.09321
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.514016
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.968607
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.253051
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.549223
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.866988
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20871
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57702
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.40165
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.096697
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.390378
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710994
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.062351
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.469685
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.859604
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.128528
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.416187
º(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.724493
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.05576
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.41245
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.21723
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.088992
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.382003
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.701804
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.052255
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.437864
(395.00, 12.09, 327.10) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.74642
