¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.465393
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.672666
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.897476
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.143209
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.418595
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.713823
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.037656
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.402678
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.814147
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.275804
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.79989
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.399531
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.10786
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.93364
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.94594
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.16127
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.70268
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.83344
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.90102
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.075085
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.256388
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.451598
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.65774
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.881274
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.126106
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.399856
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.693229
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.01495
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.378034
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.786608
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.24483
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.764653
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.359159
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.05978
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.87503
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.87937
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 13.07823
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.5961
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.67904
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.63304
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.9373
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.063478
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.243876
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.438001
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.643029
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.865311
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.109235
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.381373
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.672954
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.992605
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.353756
¡(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.759486
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.21434
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.729968
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.319452
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.01246
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.81738
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.81395
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.99664
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.49496
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.53092
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.37195
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.3598
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.052016
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.231523
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.424602
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.628536
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.849587
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.092595
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.363149
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.652996
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.970617
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.329844
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.732782
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.184333
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.695834
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.280414
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.965883
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.76069
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 11.74967
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 12.91648
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 14.39575
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 16.38471
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 19.11755
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.88543
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.040699
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.219328
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.411398
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.614259
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 5.834102
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.076184
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.345182
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.633355
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 6.948984
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.306293
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 7.706491
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.154802
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.662243
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.242035
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 9.92004
(376.06, 14.41, 298.71) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 10.70495
