¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
ˆ(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.027845
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.087199
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.149054
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.21347
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280552
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.350365
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.423011
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.498635
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.577284
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.659142
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.744284
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.084929
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.445054
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.852574
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.952361
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.007656
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.065304
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125392
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.187995
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.253196
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.321072
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.391726
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.465216
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.541746
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.621347
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.704154
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.790258
(365.42, 9.83, 325.58) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.034505
