¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
µ(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.06567
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.57559
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.030966
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.394939
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.783548
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.20771
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67256
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18406
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.71544
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28677
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91933
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.6216
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.30105
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.05379
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.89291
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.80323
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.69245
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.09545
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.14649
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.51383
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.040554
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.39799
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.786892
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21142
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.6766
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18847
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.7115
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28243
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.91451
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.60306
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.28658
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.03776
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.871
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.77869
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.73376
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.29079
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.07406
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.45222
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.043383
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.40109
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.79025
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21508
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68064
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.19001
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70779
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27831
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90997
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.58517
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.27282
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.02246
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.85006
¬(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.75522
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.77375
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 19.22593
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 21.00269
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 23.3908
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 8.603329
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.404224
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.793655
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.21879
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.68471
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.18679
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.70429
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.27445
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.90569
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.56782
(395.61, 12.61, 328.63) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 14.25444
