¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¶(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.388516
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.881468
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.464281
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.1435
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.82511
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.57263
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.49172
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.71746
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.14558
(403.22, 12.37, 329.69) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.60217
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.41241
(403.22, 12.37, 329.69) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.54349
(403.22, 12.37, 329.69) (430.08, 8.13, 310.99) (1.18, 1.64, 1.15) Tools 16.65844
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.845358
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.173157
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.529524
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.922897
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.352465
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.838045
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.414795
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.09522
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.78448
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.52605
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.45978
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.64516
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.09476
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.81358
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.32969
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.820105
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.143964
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.497185
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.888844
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.316418
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.794645
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.36537
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.04053
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.73126
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.47959
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.42707
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.61046
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 17.04026
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.70843
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.23695
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.794801
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.114758
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.464934
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.85294
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.280467
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.75226
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.315996
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.985859
¯(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.67809
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.43326
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.39359
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.57513
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 16.39625
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.59632
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.13442
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.76949
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.085622
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.432716
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.817109
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.244589
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.712013
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.268436
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.931192
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.62509
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.38708
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.35941
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.53925
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.74821
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.50371
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 24.02238
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.74414
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.05654
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.400529
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.781394
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.205225
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.671881
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.221024
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.876529
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.57231
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.33046
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.32453
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.50281
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.37874
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.42374
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Road 23.90113
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.717917
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.027464
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368392
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.745691
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.165407
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.631847
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.173556
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.82193
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 10.51974
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 11.26993
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 12.28893
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 13.46577
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 15.0635
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 20.33773
Ş(403.22, 12.37, 329.69) (430.84, 8.21, 306.88) (0.81, 2.16, 0.81) Human 20.31319
(403.22, 12.37, 329.69) (430.84, 8.21, 306.88) (0.81, 2.16, 0.81) Human 20.26151
(403.22, 12.37, 329.69) (430.84, 8.21, 306.88) (0.81, 2.16, 0.81) Human 20.2375
(403.22, 12.37, 329.69) (430.84, 8.21, 306.88) (0.81, 2.16, 0.81) Human 20.21811
(403.22, 12.37, 329.69) (430.84, 8.21, 306.88) (0.81, 2.16, 0.81) Human 20.20331
(403.22, 12.37, 329.69) (430.84, 8.21, 306.88) (0.81, 2.16, 0.81) Human 20.1931
(403.22, 12.37, 329.69) (430.84, 8.21, 306.88) (0.81, 2.16, 0.81) Human 20.29037
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.691554
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.99844
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.336377
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.710168
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.125768
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.590471
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.126137
(403.22, 12.37, 329.69) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.767416
