¡# Labeling File
Lidar Coordonates (x y z)(float)   BoundingBox Center (x y z)(float)   BoundingBox size (x y z)(float)   Object class (string)   Distance(float)
¹(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 4.896119
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.058966
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.2339
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.405027
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.588861
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 5.786807
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.000469
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.231809
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.483003
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 6.759684
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.063943
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.368751
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.658962
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 7.974586
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.312346
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 8.679214
(390.72, 14.20, 250.04) (0.00, 0.00, 0.00) (0.00, 0.00, 0.00) Terrain 9.081846
